project,classifier,fold,balanced_acc,feature_extraction
gnome,knn,0,0.5621670965054549,tf-idf
gnome,knn,1,0.5763273878190907,tf-idf
gnome,knn,2,0.5560621126835592,tf-idf
gnome,knn,3,0.5535561078074613,tf-idf
gnome,knn,4,0.5463220376077274,tf-idf
gnome,knn,5,0.5618445294784581,tf-idf
gnome,knn,6,0.5703326018419387,tf-idf
gnome,knn,7,0.5743119754422699,tf-idf
gnome,knn,8,0.5523783329784465,tf-idf
gnome,knn,9,0.5579503105590062,tf-idf
gnome,knn,10,0.5829810427800377,tf-idf
gnome,knn,11,0.5554991564803031,tf-idf
gnome,knn,12,0.5706926125273556,tf-idf
gnome,knn,13,0.5545976160728561,tf-idf
gnome,knn,14,0.5835955660974441,tf-idf
gnome,knn,15,0.5892741475130066,tf-idf
gnome,knn,16,0.5825560309577709,tf-idf
gnome,knn,17,0.5692797274356594,tf-idf
gnome,knn,18,0.5484798928725907,tf-idf
gnome,knn,19,0.5567750725773417,tf-idf
gnome,knn,20,0.576128843649507,tf-idf
gnome,knn,21,0.5533232762445648,tf-idf
gnome,knn,22,0.5746872504657972,tf-idf
gnome,knn,23,0.5619768342965991,tf-idf
gnome,knn,24,0.5640385127340491,tf-idf
gnome,knn,25,0.5621502117596919,tf-idf
gnome,knn,26,0.55415581725648,tf-idf
gnome,knn,27,0.568801041543378,tf-idf
gnome,knn,28,0.5564544271603478,tf-idf
gnome,knn,29,0.5600475835375165,tf-idf
gnome,knn,30,0.5682779563285755,tf-idf
gnome,knn,31,0.5776427092576161,tf-idf
gnome,knn,32,0.5691725873297809,tf-idf
gnome,knn,33,0.5271487916750619,tf-idf
gnome,knn,34,0.5634224709784411,tf-idf
gnome,knn,35,0.5713977726127648,tf-idf
gnome,knn,36,0.571845510839579,tf-idf
gnome,knn,37,0.5687383274538287,tf-idf
gnome,knn,38,0.5630537647128409,tf-idf
gnome,knn,39,0.5413170197656527,tf-idf
gnome,knn,40,0.5730865329173997,tf-idf
gnome,knn,41,0.5711094542377495,tf-idf
gnome,knn,42,0.5747887898903127,tf-idf
gnome,knn,43,0.5807195053400787,tf-idf
gnome,knn,44,0.5541076889406782,tf-idf
gnome,knn,45,0.5520656179138321,tf-idf
gnome,knn,46,0.5649509296451198,tf-idf
gnome,knn,47,0.574772327847899,tf-idf
gnome,knn,48,0.5716183510559609,tf-idf
gnome,knn,49,0.5651418345313101,tf-idf
gnome,nb,0,0.5577756507404749,tf-idf
gnome,nb,1,0.5775874818824503,tf-idf
gnome,nb,2,0.569438772188386,tf-idf
gnome,nb,3,0.5908863643087483,tf-idf
