project,classifier,fold,balanced_acc,feature_extraction
winehq,knn,0,0.5765605169590869,tf-idf
winehq,knn,1,0.5588831872972841,tf-idf
winehq,knn,2,0.5868569961339831,tf-idf
winehq,knn,3,0.5829353059956508,tf-idf
winehq,knn,4,0.5515493942218079,tf-idf
winehq,knn,5,0.5707651599747536,tf-idf
winehq,knn,6,0.5829252089919894,tf-idf
winehq,knn,7,0.5949498376387341,tf-idf
winehq,knn,8,0.5496713000024258,tf-idf
winehq,knn,9,0.579259529898916,tf-idf
winehq,knn,10,0.6067009410944579,tf-idf
winehq,knn,11,0.5574194580755281,tf-idf
winehq,knn,12,0.5576979450649312,tf-idf
winehq,knn,13,0.5659011931666302,tf-idf
winehq,knn,14,0.5830312471186556,tf-idf
winehq,knn,15,0.56973181004018,tf-idf
winehq,knn,16,0.5851382622334966,tf-idf
winehq,knn,17,0.5826507493900314,tf-idf
winehq,knn,18,0.5715859030837005,tf-idf
winehq,knn,19,0.5746015573830143,tf-idf
winehq,knn,20,0.5649455337690632,tf-idf
winehq,knn,21,0.5524858401510384,tf-idf
winehq,knn,22,0.599770531167096,tf-idf
winehq,knn,23,0.5813232989310547,tf-idf
winehq,knn,24,0.573503726129483,tf-idf
winehq,knn,25,0.5949620848949708,tf-idf
winehq,knn,26,0.5689106753812636,tf-idf
winehq,knn,27,0.55536348119557,tf-idf
winehq,knn,28,0.5798481671326499,tf-idf
winehq,knn,29,0.5914208074534162,tf-idf
winehq,knn,30,0.6050446009162317,tf-idf
winehq,knn,31,0.5660997490772048,tf-idf
winehq,knn,32,0.5910057240263829,tf-idf
winehq,knn,33,0.5612094395280236,tf-idf
winehq,knn,34,0.5844431464174455,tf-idf
winehq,knn,35,0.5572716974555594,tf-idf
winehq,knn,36,0.5643486469477659,tf-idf
winehq,knn,37,0.5674076799442304,tf-idf
winehq,knn,38,0.5853649068322981,tf-idf
winehq,knn,39,0.5648621240131786,tf-idf
winehq,knn,40,0.5663329524989834,tf-idf
winehq,knn,41,0.565793684659697,tf-idf
winehq,knn,42,0.6026653432749104,tf-idf
winehq,knn,43,0.5760520238239941,tf-idf
winehq,knn,44,0.5582686335403727,tf-idf
winehq,knn,45,0.5861473708710747,tf-idf
