Unnamed: 0,project,classifier,fold,balanced_acc,feature_extraction
55,eclipse,nb,5,0.558461736907526,bert
56,eclipse,nb,6,0.554185121912126,bert
57,eclipse,nb,7,0.557484415609794,bert
58,eclipse,nb,8,0.552029167822415,bert
59,eclipse,nb,9,0.550826260413815,bert
60,eclipse,nb,10,0.55630822495936,bert
61,eclipse,nb,11,0.56555324937264,bert
62,eclipse,nb,12,0.546272192124581,bert
63,eclipse,nb,13,0.553664655495811,bert
64,eclipse,nb,14,0.559286788693325,bert
65,eclipse,nb,15,0.544017846291367,bert
66,eclipse,nb,16,0.531891014370443,bert
67,eclipse,nb,17,0.564382624335314,bert
68,eclipse,nb,18,0.564029267833616,bert
69,eclipse,nb,19,0.582137246780043,bert
70,eclipse,nb,20,0.550927392390807,bert
71,eclipse,nb,21,0.549702085013428,bert
72,eclipse,nb,22,0.566010577171134,bert
73,eclipse,nb,23,0.552688572099945,bert
74,eclipse,nb,24,0.54377764060571,bert
75,eclipse,nb,25,0.569432615524058,bert
76,eclipse,nb,26,0.537650019357336,bert
77,eclipse,nb,27,0.558276064610866,bert
78,eclipse,nb,28,0.565264955127779,bert
79,eclipse,nb,29,0.553254940726906,bert
80,eclipse,nb,30,0.542071014011295,bert
81,eclipse,nb,31,0.556961617093469,bert
82,eclipse,nb,32,0.575515593807014,bert
83,eclipse,nb,33,0.570218140518524,bert
84,eclipse,nb,34,0.553876194643932,bert
85,eclipse,nb,35,0.545926981112166,bert
86,eclipse,nb,36,0.561502833691616,bert
87,eclipse,nb,37,0.57152533427164,bert
88,eclipse,nb,38,0.554557177187738,bert
89,eclipse,nb,39,0.56519058690904,bert
90,eclipse,nb,40,0.556359448625079,bert
91,eclipse,nb,41,0.554049987297989,bert
92,eclipse,nb,42,0.574481364275668,bert
93,eclipse,nb,43,0.544310302299449,bert
94,eclipse,nb,44,0.537190260382656,bert
95,eclipse,nb,45,0.535704220390333,bert
96,eclipse,nb,46,0.56254691898655,bert
97,eclipse,nb,47,0.567035870139528,bert
98,eclipse,nb,48,0.541017525350214,bert
99,eclipse,nb,49,0.573327108134824,bert
100,eclipse,svm,0,0.564487328764447,bert
101,eclipse,svm,1,0.538308720112518,bert
102,eclipse,svm,2,0.560352609694715,bert
103,eclipse,svm,3,0.557880301005697,bert
104,eclipse,svm,4,0.577182303167686,bert
105,eclipse,svm,5,0.556937310912545,bert
106,eclipse,svm,6,0.55266048733576,bert
107,eclipse,svm,7,0.552959568522463,bert
108,eclipse,svm,8,0.552390542530873,bert
109,eclipse,svm,9,0.565557163531114,bert
110,eclipse,svm,10,0.564107047955483,bert
111,eclipse,svm,11,0.56218192265297,bert
112,eclipse,svm,12,0.548506062524919,bert
113,eclipse,svm,13,0.568625343878955,bert
114,eclipse,svm,14,0.575032720595417,bert
115,eclipse,svm,15,0.559085455978233,bert
116,eclipse,svm,16,0.539811754225567,bert
117,eclipse,svm,17,0.566773537691586,bert
118,eclipse,svm,18,0.571184476755129,bert
119,eclipse,svm,19,0.576918492872327,bert
120,eclipse,svm,20,0.550786611762222,bert
121,eclipse,svm,21,0.55552532473125,bert
122,eclipse,svm,22,0.562876709116067,bert
123,eclipse,svm,23,0.554688846244223,bert
124,eclipse,svm,24,0.55979258802019,bert
125,eclipse,svm,25,0.563249128783735,bert
126,eclipse,svm,26,0.553505437651779,bert
127,eclipse,svm,27,0.536443465491924,bert
128,eclipse,svm,28,0.549787262306163,bert
129,eclipse,svm,29,0.571267397063305,bert
130,eclipse,svm,30,0.537980966525316,bert
131,eclipse,svm,31,0.5513091389548,bert
132,eclipse,svm,32,0.57723065863959,bert
133,eclipse,svm,33,0.554140557687789,bert
134,eclipse,svm,34,0.550376268881821,bert
135,eclipse,svm,35,0.539806900918012,bert
136,eclipse,svm,36,0.565922415477819,bert
137,eclipse,svm,37,0.568487567440769,bert
138,eclipse,svm,38,0.570054510286619,bert
139,eclipse,svm,39,0.572456492637216,bert
140,eclipse,svm,40,0.564262606371756,bert
141,eclipse,svm,41,0.563908701854493,bert
142,eclipse,svm,42,0.574331926863572,bert
143,eclipse,svm,43,0.545495655987064,bert
144,eclipse,svm,44,0.556823558393518,bert
145,eclipse,svm,45,0.574165081378144,bert
146,eclipse,svm,46,0.554547231779794,bert
147,eclipse,svm,47,0.541094107747402,bert
148,eclipse,svm,48,0.544173846785065,bert
149,eclipse,svm,49,0.574432797158809,bert
150,eclipse,rf,0,0.55733216376097,bert
151,eclipse,rf,1,0.547582630098453,bert
152,eclipse,rf,2,0.55390262298157,bert
153,eclipse,rf,3,0.577138570457369,bert
154,eclipse,rf,4,0.575297520176656,bert
155,eclipse,rf,5,0.557453270480077,bert
156,eclipse,rf,6,0.560949221849968,bert
157,eclipse,rf,7,0.571046254860962,bert
158,eclipse,rf,8,0.566215566850414,bert
159,eclipse,rf,9,0.553447803809598,bert
160,eclipse,rf,10,0.543811351131674,bert
161,eclipse,rf,11,0.55896597012125,bert
162,eclipse,rf,12,0.541309012875536,bert
163,eclipse,rf,13,0.558115543328748,bert
164,eclipse,rf,14,0.565066124904768,bert
165,eclipse,rf,15,0.561571077403192,bert
166,eclipse,rf,16,0.550021098530136,bert
167,eclipse,rf,17,0.566577064435408,bert
168,eclipse,rf,18,0.560776632787502,bert
169,eclipse,rf,19,0.605273852694761,bert
170,eclipse,rf,20,0.549845141308556,bert
171,eclipse,rf,21,0.537381284205416,bert
172,eclipse,rf,22,0.57363270714604,bert
173,eclipse,rf,23,0.548755580794235,bert
174,eclipse,rf,24,0.553882577237424,bert
175,eclipse,rf,25,0.555088801550218,bert
176,eclipse,rf,26,0.556206665962764,bert
177,eclipse,rf,27,0.548046989720999,bert
178,eclipse,rf,28,0.54077863168053,bert
179,eclipse,rf,29,0.580660443708144,bert
180,eclipse,rf,30,0.544022238289723,bert
181,eclipse,rf,31,0.55877443641353,bert
182,eclipse,rf,32,0.576641715533643,bert
183,eclipse,rf,33,0.564902678781233,bert
184,eclipse,rf,34,0.574414692850501,bert
185,eclipse,rf,35,0.558299039780521,bert
186,eclipse,rf,36,0.555142661715849,bert
187,eclipse,rf,37,0.570897841895379,bert
188,eclipse,rf,38,0.557883476935701,bert
189,eclipse,rf,39,0.563772634397238,bert
190,eclipse,rf,40,0.55895280962093,bert
191,eclipse,rf,41,0.559147401950247,bert
192,eclipse,rf,42,0.579588607594937,bert
193,eclipse,rf,43,0.541305318136792,bert
194,eclipse,rf,44,0.552548692221366,bert
195,eclipse,rf,45,0.555899034735433,bert
196,eclipse,rf,46,0.553829762277135,bert
197,eclipse,rf,47,0.541750650672198,bert
198,eclipse,rf,48,0.556746380634195,bert
199,eclipse,rf,49,0.571205591738979,bert
200,eclipse,nn,0,0.534907437073621,bert
201,eclipse,nn,1,0.519963080168776,bert
202,eclipse,nn,2,0.537025385709596,bert
203,eclipse,nn,3,0.511381484867665,bert
204,eclipse,nn,4,0.543072518711039,bert
205,eclipse,nn,5,0.541722366847253,bert
206,eclipse,nn,6,0.510884522613458,bert
207,eclipse,nn,7,0.523464522306685,bert
208,eclipse,nn,8,0.538793086608821,bert
209,eclipse,nn,9,0.52719227910979,bert
210,eclipse,nn,10,0.522302308678254,bert
211,eclipse,nn,11,0.521204179272497,bert
212,eclipse,nn,12,0.534457890663477,bert
213,eclipse,nn,13,0.551754759597349,bert
214,eclipse,nn,14,0.529806020589557,bert
215,eclipse,nn,15,0.542025232585948,bert
216,eclipse,nn,16,0.501567738003141,bert
217,eclipse,nn,17,0.560703393806694,bert
218,eclipse,nn,18,0.537925842273668,bert
219,eclipse,nn,19,0.554595668688258,bert
220,eclipse,nn,20,0.519339738851934,bert
221,eclipse,nn,21,0.505165556173221,bert
222,eclipse,nn,22,0.529406763760876,bert
223,eclipse,nn,23,0.545405146079737,bert
224,eclipse,nn,24,0.543647739525871,bert
225,eclipse,nn,25,0.521531348158335,bert
226,eclipse,nn,26,0.546378418329638,bert
227,eclipse,nn,27,0.500155653450808,bert
228,eclipse,nn,28,0.525925086638354,bert
229,eclipse,nn,29,0.536431267436136,bert
230,eclipse,nn,30,0.523852422175757,bert
231,eclipse,nn,31,0.512387761563931,bert
232,eclipse,nn,32,0.519951790660515,bert
233,eclipse,nn,33,0.541669930289026,bert
234,eclipse,nn,34,0.521503590769495,bert
235,eclipse,nn,35,0.518755935422602,bert
236,eclipse,nn,36,0.549337502442838,bert
237,eclipse,nn,37,0.556530025803425,bert
238,eclipse,nn,38,0.519318914483325,bert
239,eclipse,nn,39,0.544608257591771,bert
240,eclipse,nn,40,0.518590149330708,bert
241,eclipse,nn,41,0.542709045785864,bert
242,eclipse,nn,42,0.523382559774965,bert
243,eclipse,nn,43,0.532287429182214,bert
244,eclipse,nn,44,0.484759852818694,bert
245,eclipse,nn,45,0.532718593672937,bert
246,eclipse,nn,46,0.527136768845793,bert
247,eclipse,nn,47,0.534240034441596,bert
248,eclipse,nn,48,0.529670007619717,bert
249,eclipse,nn,49,0.51729055397755,bert
