project,classifier,fold,balanced_acc,feature_extraction
mozilla,knn,0,0.565896921017403,tf-idf
mozilla,knn,1,0.5641883581555526,tf-idf
mozilla,knn,2,0.5673112715902323,tf-idf
mozilla,knn,3,0.5644678889685548,tf-idf
mozilla,knn,4,0.5902839976115838,tf-idf
mozilla,knn,5,0.570394401420113,tf-idf
mozilla,knn,6,0.5651648188109235,tf-idf
mozilla,knn,7,0.5658711066092681,tf-idf
mozilla,knn,8,0.5629704150830912,tf-idf
mozilla,knn,9,0.5739372876810299,tf-idf
mozilla,knn,10,0.5751909291887185,tf-idf
mozilla,knn,11,0.5447936053003797,tf-idf
mozilla,knn,12,0.5804911323328785,tf-idf
mozilla,knn,13,0.5656615292978929,tf-idf
mozilla,knn,14,0.5768909918012487,tf-idf
mozilla,knn,15,0.5870497044499795,tf-idf
mozilla,knn,16,0.569101284463716,tf-idf
mozilla,knn,17,0.5534745757974933,tf-idf
mozilla,knn,18,0.5602109662949837,tf-idf
mozilla,knn,19,0.5681671391318429,tf-idf
mozilla,knn,20,0.5767418387035612,tf-idf
mozilla,knn,21,0.5648722000185891,tf-idf
mozilla,knn,22,0.5696670409453424,tf-idf
mozilla,knn,23,0.5786051569272936,tf-idf
mozilla,knn,24,0.581293315448245,tf-idf
mozilla,knn,25,0.5669232316385022,tf-idf
mozilla,knn,26,0.5739517700582382,tf-idf
mozilla,knn,27,0.5462339515244305,tf-idf
mozilla,knn,28,0.5821138362904428,tf-idf
mozilla,knn,29,0.588010128090557,tf-idf
mozilla,knn,30,0.567392508906458,tf-idf
mozilla,knn,31,0.5622879779794674,tf-idf
mozilla,knn,32,0.5627899345176832,tf-idf
mozilla,knn,33,0.5841503222334568,tf-idf
mozilla,knn,34,0.5522052691150627,tf-idf
mozilla,knn,35,0.5868723859094711,tf-idf
mozilla,knn,36,0.5705355648535565,tf-idf
mozilla,knn,37,0.5794909023221182,tf-idf
mozilla,knn,38,0.5725517462196732,tf-idf
mozilla,knn,39,0.5498542735560046,tf-idf
mozilla,knn,40,0.5567032636095268,tf-idf
mozilla,knn,41,0.5844770543298452,tf-idf
mozilla,knn,42,0.5726839439976169,tf-idf
mozilla,knn,43,0.5702592087312415,tf-idf
mozilla,knn,44,0.5846898773663087,tf-idf
mozilla,knn,45,0.5594365820201412,tf-idf
mozilla,knn,46,0.5539242131110946,tf-idf
mozilla,knn,47,0.5597509678379988,tf-idf
mozilla,knn,48,0.5716768270536368,tf-idf
mozilla,knn,49,0.5551845130066546,tf-idf
mozilla,nb,0,0.5756944444444445,tf-idf
mozilla,nb,1,0.5854409857328146,tf-idf
mozilla,nb,2,0.5941631923764146,tf-idf
mozilla,nb,3,0.5864814280260352,tf-idf
mozilla,nb,4,0.5971227048813256,tf-idf
mozilla,nb,5,0.5853379653233399,tf-idf
mozilla,nb,6,0.5952814569536424,tf-idf
mozilla,nb,7,0.5850922795048634,tf-idf
mozilla,nb,8,0.5976004173187272,tf-idf
mozilla,nb,9,0.5944651796888969,tf-idf
mozilla,nb,10,0.6063648645630959,tf-idf
mozilla,nb,11,0.5820135115015261,tf-idf
mozilla,nb,12,0.5811732605729878,tf-idf
mozilla,nb,13,0.5903227607773063,tf-idf
mozilla,nb,14,0.5863736492915705,tf-idf
mozilla,nb,15,0.6055819918956096,tf-idf
mozilla,nb,16,0.5881144340401478,tf-idf
mozilla,nb,17,0.5741085086442848,tf-idf
mozilla,nb,18,0.5960935067646801,tf-idf
mozilla,nb,19,0.5881567901900967,tf-idf
mozilla,nb,20,0.5898885803192023,tf-idf
mozilla,nb,21,0.585793289339158,tf-idf
mozilla,nb,22,0.5964046902145679,tf-idf
mozilla,nb,23,0.5877120790073437,tf-idf
mozilla,nb,24,0.591428198822565,tf-idf
mozilla,nb,25,0.5915635254373648,tf-idf
mozilla,nb,26,0.5874521668821564,tf-idf
mozilla,nb,27,0.5645589684273657,tf-idf
mozilla,nb,28,0.5799425972864172,tf-idf
mozilla,nb,29,0.5943327375633005,tf-idf
mozilla,nb,30,0.596033558195057,tf-idf
mozilla,nb,31,0.5942726156821901,tf-idf
mozilla,nb,32,0.5726066884443848,tf-idf
mozilla,nb,33,0.590736509674452,tf-idf
mozilla,nb,34,0.5847053435796623,tf-idf
mozilla,nb,35,0.5815921554047774,tf-idf
mozilla,nb,36,0.5816150627615062,tf-idf
mozilla,nb,37,0.5960724091395597,tf-idf
mozilla,nb,38,0.5867767210423147,tf-idf
mozilla,nb,39,0.586548471501867,tf-idf
mozilla,nb,40,0.5844158741253541,tf-idf
mozilla,nb,41,0.5894537276258806,tf-idf
mozilla,nb,42,0.6086423890378314,tf-idf
mozilla,nb,43,0.5859481582537517,tf-idf
mozilla,nb,44,0.590447235853361,tf-idf
mozilla,nb,45,0.5834504332697648,tf-idf
mozilla,nb,46,0.6156689485824838,tf-idf
mozilla,nb,47,0.5799359737939249,tf-idf
mozilla,nb,48,0.6013468333305394,tf-idf
mozilla,nb,49,0.5650379263809391,tf-idf
mozilla,nn,0,0.5489374163319947,tf-idf
mozilla,nn,1,0.5547514423721991,tf-idf
mozilla,nn,2,0.5525219624776653,tf-idf
mozilla,nn,3,0.5641084614453455,tf-idf
mozilla,nn,4,0.5705553067622033,tf-idf
mozilla,nn,5,0.5631626543014614,tf-idf
mozilla,nn,6,0.5496753850732942,tf-idf
mozilla,nn,7,0.5322512773151803,tf-idf
mozilla,nn,8,0.5812374245472838,tf-idf
mozilla,nn,9,0.5722480481554324,tf-idf
mozilla,nn,10,0.5521091534356088,tf-idf
mozilla,nn,11,0.547819734981017,tf-idf
mozilla,nn,12,0.5593451568894952,tf-idf
mozilla,nn,13,0.5669198123743577,tf-idf
mozilla,nn,14,0.5790603184534284,tf-idf
mozilla,nn,15,0.5527705490910443,tf-idf
mozilla,nn,16,0.5614787323451318,tf-idf
mozilla,nn,17,0.5521777933457919,tf-idf
mozilla,nn,18,0.5633122603185374,tf-idf
mozilla,nn,19,0.5541151003344793,tf-idf
mozilla,nn,20,0.5550852656115814,tf-idf
mozilla,nn,21,0.5741481550329957,tf-idf
mozilla,nn,22,0.56699681397605,tf-idf
mozilla,nn,23,0.5618064141331387,tf-idf
mozilla,nn,24,0.5699400104329682,tf-idf
mozilla,nn,25,0.5516596953997087,tf-idf
mozilla,nn,26,0.5563527224356419,tf-idf
mozilla,nn,27,0.5561503402006747,tf-idf
mozilla,nn,28,0.5390990755926643,tf-idf
mozilla,nn,29,0.5777386803693774,tf-idf
mozilla,nn,30,0.5746757231151406,tf-idf
mozilla,nn,31,0.5645700044636215,tf-idf
mozilla,nn,32,0.560903029489417,tf-idf
mozilla,nn,33,0.5636646165133241,tf-idf
mozilla,nn,34,0.5536684984958151,tf-idf
mozilla,nn,35,0.5715317408681104,tf-idf
mozilla,nn,36,0.5573919107391911,tf-idf
mozilla,nn,37,0.5442840523058309,tf-idf
mozilla,nn,38,0.5564354445083575,tf-idf
mozilla,nn,39,0.5404663246207854,tf-idf
mozilla,nn,40,0.5705879181755314,tf-idf
mozilla,nn,41,0.5540324529283842,tf-idf
mozilla,nn,42,0.5704628388442061,tf-idf
mozilla,nn,43,0.5484311050477491,tf-idf
mozilla,nn,44,0.5590792695985771,tf-idf
mozilla,nn,45,0.5835257118003279,tf-idf
mozilla,nn,46,0.5416390728476821,tf-idf
mozilla,nn,47,0.5594941185229303,tf-idf
mozilla,nn,48,0.5775849384137131,tf-idf
mozilla,nn,49,0.5504313834985342,tf-idf
mozilla,rf,0,0.5779953145917001,tf-idf
mozilla,rf,1,0.5627627577261953,tf-idf
mozilla,rf,2,0.5887954139368672,tf-idf
mozilla,rf,3,0.5925451379512632,tf-idf
mozilla,rf,4,0.5840535900880728,tf-idf
mozilla,rf,5,0.5910011127196133,tf-idf
mozilla,rf,6,0.5906056998288562,tf-idf
mozilla,rf,7,0.5772403288993491,tf-idf
