tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,hyper1,value1,hyper2,value2,hyper3,value3,seed,row
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,69,0,Fold01,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
364,509,24,45,Fold01,0.43418259023354566,0.0812274368231047,0.9381443298969072,0.509685883360006,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold02,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold02,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold02,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
369,504,22,48,Fold02,0.44220572640509015,0.08695652173913043,0.9437340153452686,0.5153452685421995,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
0,0,0,0,Fold03,NaN,0,0,0,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
871,2,70,0,Fold03,0.9236479321314952,0,0.9256110520722636,0.4628055260361318,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
381,492,24,46,Fold03,0.4528101802757158,0.08550185873605948,0.9407407407407408,0.5131212997384001,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold03,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold03,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold03,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold03,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
873,0,70,0,Fold03,0.9257688229056203,0,0.9257688229056203,0.4628844114528102,eclipse,nb,unbalanced,cv10,Accuracy,100,long_description,fL,0,usekernel,1,adjust,4,144,4
