tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,threshold,hyper1,value1,hyper2,value2,seed,row
30,18,24,26,Fold01,0.5714285714285714,0.5909090909090909,0.5555555555555556,0.5732323232323233,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
18,29,13,37,Fold02,0.5670103092783505,0.5606060606060606,0.5806451612903226,0.5706256109481915,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
28,20,26,24,Fold03,0.5306122448979592,0.5454545454545454,0.5185185185185185,0.531986531986532,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
23,25,28,22,Fold04,0.45918367346938777,0.46808510638297873,0.45098039215686275,0.4595327492699207,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
29,18,21,28,Fold05,0.59375,0.6086956521739131,0.58,0.5943478260869566,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
24,24,17,33,Fold06,0.5816326530612245,0.5789473684210527,0.5853658536585366,0.5821566110397947,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
30,17,25,25,Fold07,0.5670103092783505,0.5952380952380952,0.5454545454545454,0.5703463203463204,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
30,17,33,17,Fold08,0.4845360824742268,0.5,0.47619047619047616,0.4880952380952381,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
30,18,25,25,Fold09,0.5612244897959183,0.5813953488372093,0.5454545454545454,0.5634249471458774,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
33,14,34,16,Fold10,0.5051546391752577,0.5333333333333333,0.4925373134328358,0.5129353233830846,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
21,26,27,23,Fold01,0.4536082474226804,0.46938775510204084,0.4375,0.45344387755102045,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
29,19,30,20,Fold02,0.5,0.5128205128205128,0.4915254237288136,0.5021729682746632,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
31,17,29,21,Fold03,0.5306122448979592,0.5526315789473685,0.5166666666666667,0.5346491228070176,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
32,16,28,22,Fold04,0.5510204081632653,0.5789473684210527,0.5333333333333333,0.5561403508771929,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
21,26,19,31,Fold05,0.5360824742268041,0.543859649122807,0.525,0.5344298245614035,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
25,22,26,23,Fold06,0.5,0.5111111111111111,0.49019607843137253,0.5006535947712418,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
23,24,32,18,Fold07,0.422680412371134,0.42857142857142855,0.41818181818181815,0.42337662337662335,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
31,17,22,28,Fold08,0.6020408163265306,0.6222222222222222,0.5849056603773585,0.6035639412997904,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
33,15,30,20,Fold09,0.5408163265306123,0.5714285714285714,0.5238095238095238,0.5476190476190477,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
18,29,16,34,Fold10,0.5360824742268041,0.5396825396825397,0.5294117647058824,0.534547152194211,eclipse,svm,smote,cv10,Accuracy,150,long_description,8,sigma,0.03125,C,32,283,1
