tn,fp,fn,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,threshold,hyper1,value1,hyper2,value2,seed,row
483,496,13,926,Fold1,0.7346193952033369,0.9861554845580405,0.4933605720122574,0.7397580282851489,freedesktop,knn,smote,repeatedcv5x2,Accuracy,100,long_description,365,k,5,,0,144,1
494,484,19,920,Fold2,0.7376108502869066,0.979765708200213,0.5051124744376279,0.7424390913189205,freedesktop,knn,smote,repeatedcv5x2,Accuracy,100,long_description,365,k,5,,0,144,1
457,522,8,932,Fold3,0.7238144867118291,0.9914893617021276,0.466802860061287,0.7291461108817073,freedesktop,knn,smote,repeatedcv5x2,Accuracy,100,long_description,365,k,5,,0,144,1
471,508,14,926,Fold4,0.7279833246482543,0.9851063829787234,0.48110316649642493,0.7331047747375742,freedesktop,knn,smote,repeatedcv5x2,Accuracy,100,long_description,365,k,5,,0,144,1
454,524,16,924,Fold5,0.7184567257559958,0.9829787234042553,0.46421267893660534,0.7235957011704304,freedesktop,knn,smote,repeatedcv5x2,Accuracy,100,long_description,365,k,5,,0,144,1
895,84,77,862,Fold1,0.916058394160584,0.9179978700745474,0.9141981613891726,0.91609801573186,freedesktop,rf,smote,repeatedcv5x2,Accuracy,100,long_description,365,mtry,25,"NA",0,144,2
896,82,77,862,Fold2,0.917057902973396,0.9179978700745474,0.9161554192229039,0.9170766446487256,freedesktop,rf,smote,repeatedcv5x2,Accuracy,100,long_description,365,mtry,25,"NA",0,144,2
887,92,106,834,Fold3,0.8968212610734758,0.8872340425531915,0.906026557711951,0.8966303001325713,freedesktop,rf,smote,repeatedcv5x2,Accuracy,100,long_description,365,mtry,25,"NA",0,144,2
888,91,104,836,Fold4,0.8983845752996352,0.8893617021276595,0.9070480081716037,0.8982048551496316,freedesktop,rf,smote,repeatedcv5x2,Accuracy,100,long_description,365,mtry,25,"NA",0,144,2
896,82,99,841,Fold5,0.90563086548488,0.8946808510638298,0.9161554192229039,0.9054181351433668,freedesktop,rf,smote,repeatedcv5x2,Accuracy,100,long_description,365,mtry,25,"NA",0,144,2
927,52,22,917,Fold1,0.9614181438998958,0.9765708200212992,0.9468845760980592,0.9617276980596792,freedesktop,svm,smote,repeatedcv5x2,Accuracy,100,long_description,365,sigma,0.03125,C,32,144,3
914,64,14,925,Fold2,0.9593114241001565,0.9850905218317358,0.934560327198364,0.9598254245150499,freedesktop,svm,smote,repeatedcv5x2,Accuracy,100,long_description,365,sigma,0.03125,C,32,144,3
913,66,18,922,Fold3,0.9562272016675352,0.9808510638297873,0.9325842696629213,0.9567176667463543,freedesktop,svm,smote,repeatedcv5x2,Accuracy,100,long_description,365,sigma,0.03125,C,32,144,3
925,54,19,921,Fold4,0.9619593538301199,0.9797872340425532,0.9448416751787538,0.9623144546106535,freedesktop,svm,smote,repeatedcv5x2,Accuracy,100,long_description,365,sigma,0.03125,C,32,144,3
912,66,14,926,Fold5,0.9582898852971846,0.9851063829787234,0.9325153374233128,0.9588108602010181,freedesktop,svm,smote,repeatedcv5x2,Accuracy,100,long_description,365,sigma,0.03125,C,32,144,3
