tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,hyper1,value1,hyper2,value2,hyper3,value3,seed,row
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
1,654,0,626,Fold01,0.4894613583138173,0.4890625,1,0.74453125,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
325,330,118,508,Fold01,0.6502732240437158,0.6062052505966588,0.7336343115124153,0.669919781054537,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
0,655,0,626,Fold01,0.4886807181889149,0.4886807181889149,0,0.24434035909445745,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
0,655,0,626,Fold01,0.4886807181889149,0.4886807181889149,0,0.24434035909445745,eclipse,nb,smote,cv10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144,3
