tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,hyper1,value1,hyper2,value2,hyper3,value3,seed
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
2,1744,0,1670,Fold1.Rep05,0.4894613583138173,0.48916227299355597,1,0.744581136496778,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,1,1669,Fold1.Rep05,0.4888758782201405,0.48886936145284127,0.5,0.4944346807264206,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,0,1670,Fold1.Rep05,0.48916861826697894,0.4890190336749634,1,0.7445095168374817,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
820,926,280,1390,Fold1.Rep05,0.6469555035128806,0.6001727115716753,0.7454545454545455,0.6728136285131103,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold2.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
1,1745,2,1669,Fold2.Rep05,0.488732806555458,0.48886936145284127,0.3333333333333333,0.4111013473930873,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,0,1671,Fold2.Rep05,0.4890254609306409,0.4890254609306409,0,0.24451273046532046,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,1746,1,1670,Fold2.Rep05,0.488732806555458,0.4888758782201405,0,0.24443793911007025,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
810,936,268,1403,Fold2.Rep05,0.6476441322797776,0.5998289867464729,0.75139146567718,0.6756102262118264,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
0,0,0,0,Fold3.Rep05,NaN,0,0,0,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
796,949,284,1386,Fold3.Rep05,0.6389458272327965,0.593576017130621,0.737037037037037,0.665306527083829,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
796,949,284,1386,Fold3.Rep05,0.6389458272327965,0.593576017130621,0.737037037037037,0.665306527083829,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
796,949,284,1386,Fold3.Rep05,0.6389458272327965,0.593576017130621,0.737037037037037,0.665306527083829,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
796,949,284,1386,Fold3.Rep05,0.6389458272327965,0.593576017130621,0.737037037037037,0.665306527083829,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
796,949,284,1386,Fold3.Rep05,0.6389458272327965,0.593576017130621,0.737037037037037,0.665306527083829,eclipse,nb,smote,repeatedcv5x10,Accuracy,100,long_description,fL,0,usekernel,0,adjust,0,144
