tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,classifier,balancing,resampling,train_metric,max_term,feature,threshold,train_size,train_size_class_0,train_size_class_1,seed
852,21,0,836,Fold05,0.9877121123464014,0.9754959159859977,1,0.9877479579929989,svm,smote,cv10,Accuracy,100,long_description,365,17081,8729,8352,144
870,7,1,839,Fold10,0.9953407105416424,0.991725768321513,0.9988518943742825,0.9952888313478978,svm,smote,cv10,Accuracy,150,long_description,365,17170,8770,8400,144
875,4,6,835,Fold08,0.9941860465116279,0.9952324195470799,0.9931895573212258,0.9942109884341528,svm,smote,cv10,Accuracy,200,long_description,365,17204,8792,8412,144
878,2,10,831,Fold03,0.9930273097036607,0.9975990396158463,0.9887387387387387,0.9931688891772925,svm,smote,cv10,Accuracy,250,long_description,365,17215,8803,8412,144
879,2,16,826,Fold04,0.9895531050493326,0.9975845410628019,0.982122905027933,0.9898537230453675,svm,smote,cv10,Accuracy,300,long_description,365,17235,8811,8424,144
