bug_id,bug_fix_time,long_lived,y_hat,project_name,parameter$classifier
ACCELEO-255379,14,N,N,eclipse,nb
ACCELEO-329447,1978,Y,N,eclipse,nb
ACCELEO-332657,1,N,Y,eclipse,nb
ACCELEO-340094,7,N,Y,eclipse,nb
ACCELEO-510922,149,N,N,eclipse,nb
ACTF-218022,62,N,Y,eclipse,nb
ACTF-240727,3,N,Y,eclipse,nb
ACTF-260379,77,N,Y,eclipse,nb
AJDT-149675,20,N,Y,eclipse,nb
AJDT-163326,602,Y,Y,eclipse,nb
AJDT-196108,611,Y,N,eclipse,nb
AJDT-250375,14,N,N,eclipse,nb
AJDT-253528,41,N,N,eclipse,nb
AJDT-279974,29,N,N,eclipse,nb
AJDT-384434,60,N,Y,eclipse,nb
AJDT-42957,11,N,N,eclipse,nb
AJDT-49296,120,N,N,eclipse,nb
AJDT-74174,333,N,N,eclipse,nb
AJDT-88602,10,N,N,eclipse,nb
AMALGAM-269577,1530,Y,N,eclipse,nb
AMALGAM-346778,11,N,N,eclipse,nb
AMP-340768,37,N,N,eclipse,nb
ASPECTJ-108892,59,N,Y,eclipse,nb
ASPECTJ-120521,0,N,Y,eclipse,nb
ASPECTJ-121575,57,N,Y,eclipse,nb
ASPECTJ-152388,8,N,Y,eclipse,nb
ASPECTJ-168044,46,N,Y,eclipse,nb
ASPECTJ-173729,271,N,Y,eclipse,nb
ASPECTJ-213073,59,N,Y,eclipse,nb
ASPECTJ-213751,345,N,Y,eclipse,nb
ASPECTJ-325731,799,Y,Y,eclipse,nb
ASPECTJ-34779,69,N,Y,eclipse,nb
ASPECTJ-394562,8,N,Y,eclipse,nb
ASPECTJ-530147,262,N,N,eclipse,nb
ASPECTJ-83807,110,N,Y,eclipse,nb
ATF-149937,4,N,Y,eclipse,nb
ATF-288661,5,N,Y,eclipse,nb
BABEL-220820,5,N,Y,eclipse,nb
BABEL-259461,949,Y,N,eclipse,nb
BABEL-402136,0,N,Y,eclipse,nb
BABEL-413292,4,N,N,eclipse,nb
BABEL-425633,3,N,N,eclipse,nb
BABEL-433035,4,N,N,eclipse,nb
BABEL-473760,6,N,N,eclipse,nb
BIRT-104764,0,N,N,eclipse,nb
BIRT-106434,27,N,N,eclipse,nb
BIRT-109327,7,N,N,eclipse,nb
BIRT-113939,5,N,N,eclipse,nb
BIRT-115584,2,N,Y,eclipse,nb
BIRT-115954,1,N,Y,eclipse,nb
BIRT-116158,1,N,N,eclipse,nb
BIRT-118366,28,N,N,eclipse,nb
BIRT-118743,2,N,N,eclipse,nb
