tn,fp,fn,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,threshold,hyper1,value1,hyper2,value2,seed,row
592,363,537,403,Fold1.Rep01,0.525065963060686,0.42872340425531913,0.6198952879581152,0.5243093461067172,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
621,334,521,418,Fold2.Rep01,0.5485744456177403,0.44515441959531415,0.650261780104712,0.5477080998500131,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
613,342,528,411,Fold3.Rep01,0.5406546990496304,0.43769968051118213,0.6418848167539267,0.5397922486325544,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
619,336,544,395,Fold4.Rep01,0.5353748680042238,0.4206602768903088,0.6481675392670158,0.5344139080786623,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
615,339,540,399,Fold5.Rep01,0.5356576862123613,0.4249201277955272,0.6446540880503144,0.5347871079229208,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
599,355,530,410,Fold1.Rep02,0.5327349524815206,0.43617021276595747,0.6278825995807128,0.5320264061733351,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
629,326,537,402,Fold2.Rep02,0.544350580781415,0.4281150159744409,0.6586387434554973,0.5433768797149692,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
630,325,536,403,Fold3.Rep02,0.5454065469904963,0.4291799787007455,0.6596858638743456,0.5444329212875455,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
603,352,533,406,Fold4.Rep02,0.5327349524815206,0.4323748668796592,0.631413612565445,0.5318942397225521,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
625,330,525,414,Fold5.Rep02,0.5485744456177403,0.44089456869009586,0.6544502617801047,0.5476724152351002,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
631,323,523,416,Fold1.Rep03,0.5530903328050714,0.443024494142705,0.6614255765199162,0.5522250353313106,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
629,326,560,380,Fold2.Rep03,0.5324538258575198,0.40425531914893614,0.6586387434554973,0.5314470313022167,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
620,335,532,407,Fold3.Rep03,0.5422386483632524,0.4334398296059638,0.6492146596858639,0.5413272446459139,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
614,341,544,395,Fold4.Rep03,0.5327349524815206,0.4206602768903088,0.6429319371727749,0.5317961070315418,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
597,358,534,405,Fold5.Rep03,0.529039070749736,0.43130990415335463,0.625130890052356,0.5282203971028553,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
620,334,529,410,Fold1.Rep04,0.5441098784997359,0.4366347177848775,0.649895178197065,0.5432649479909712,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
591,364,521,419,Fold2.Rep04,0.5329815303430079,0.44574468085106383,0.618848167539267,0.5322964241951654,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
622,333,535,404,Fold3.Rep04,0.5417106652587117,0.43024494142705005,0.6513089005235602,0.540776920975305,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
637,318,564,375,Fold4.Rep04,0.5343189017951425,0.3993610223642173,0.6670157068062827,0.53318836458525,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
621,334,541,398,Fold5.Rep04,0.5380147835269271,0.42385516506922255,0.650261780104712,0.5370584725869673,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
597,358,549,390,Fold1.Rep05,0.5211193241816262,0.41533546325878595,0.625130890052356,0.520233176655571,eclipse,svm,smote,repeatedcv5x10,Accuracy,150,long_description,8,sigma,0.03125,C,32,144,1
