feature,max_term,classifier,balancing,resampling,train_metric,threshold,train_size,train_size_class_0,train_size_class_1,hyper1,value1,hyper2,value2,hyper3,value3,seed
short_description,100,knn,unbalanced,repeatedcv5x10,Accuracy,365,867,807,60,k,33,,0,,0,144
