tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,hyper1,value1,hyper2,value2,seed,row
94,86,0,168,Fold1.Rep01,0.7528735632183908,0.6614173228346457,1,0.8307086614173229,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
99,81,0,168,Fold2.Rep01,0.7672413793103449,0.6746987951807228,1,0.8373493975903614,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
85,95,0,168,Fold3.Rep01,0.7270114942528736,0.6387832699619772,1,0.8193916349809887,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
85,95,0,168,Fold4.Rep01,0.7270114942528736,0.6387832699619772,1,0.8193916349809887,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
89,91,0,168,Fold5.Rep01,0.7385057471264368,0.6486486486486487,1,0.8243243243243243,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
98,82,0,168,Fold1.Rep02,0.764367816091954,0.672,1,0.8360000000000001,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
90,90,0,168,Fold2.Rep02,0.7413793103448276,0.6511627906976745,1,0.8255813953488372,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
100,80,0,168,Fold3.Rep02,0.7701149425287356,0.6774193548387096,1,0.8387096774193548,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
88,92,0,168,Fold4.Rep02,0.735632183908046,0.6461538461538462,1,0.823076923076923,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
93,87,0,168,Fold5.Rep02,0.75,0.6588235294117647,1,0.8294117647058823,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold1.Rep03,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
96,84,0,168,Fold2.Rep03,0.7586206896551724,0.6666666666666666,1,0.8333333333333333,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold3.Rep03,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
72,108,0,168,Fold4.Rep03,0.6896551724137931,0.6086956521739131,1,0.8043478260869565,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
100,80,0,168,Fold5.Rep03,0.7701149425287356,0.6774193548387096,1,0.8387096774193548,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
84,96,0,168,Fold1.Rep04,0.7241379310344828,0.6363636363636364,1,0.8181818181818181,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
95,85,0,168,Fold2.Rep04,0.7557471264367817,0.6640316205533597,1,0.8320158102766799,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
91,89,0,168,Fold3.Rep04,0.7442528735632183,0.6536964980544747,1,0.8268482490272373,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold4.Rep04,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
86,94,0,168,Fold5.Rep04,0.7298850574712644,0.6412213740458015,1,0.8206106870229007,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
105,75,0,168,Fold1.Rep05,0.7844827586206896,0.691358024691358,1,0.845679012345679,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
84,96,0,168,Fold2.Rep05,0.7241379310344828,0.6363636363636364,1,0.8181818181818181,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
86,94,0,168,Fold3.Rep05,0.7298850574712644,0.6412213740458015,1,0.8206106870229007,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
89,91,0,168,Fold4.Rep05,0.7385057471264368,0.6486486486486487,1,0.8243243243243243,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
93,87,0,168,Fold5.Rep05,0.75,0.6588235294117647,1,0.8294117647058823,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
95,85,0,168,Fold1.Rep06,0.7557471264367817,0.6640316205533597,1,0.8320158102766799,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
91,89,0,168,Fold2.Rep06,0.7442528735632183,0.6536964980544747,1,0.8268482490272373,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
93,87,0,168,Fold3.Rep06,0.75,0.6588235294117647,1,0.8294117647058823,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
78,102,0,168,Fold4.Rep06,0.7068965517241379,0.6222222222222222,1,0.8111111111111111,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
98,82,0,168,Fold5.Rep06,0.764367816091954,0.672,1,0.8360000000000001,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
90,90,0,168,Fold1.Rep07,0.7413793103448276,0.6511627906976745,1,0.8255813953488372,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
96,84,0,168,Fold2.Rep07,0.7586206896551724,0.6666666666666666,1,0.8333333333333333,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
90,90,0,168,Fold3.Rep07,0.7413793103448276,0.6511627906976745,1,0.8255813953488372,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
80,100,0,168,Fold4.Rep07,0.7126436781609196,0.6268656716417911,1,0.8134328358208955,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold5.Rep07,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
81,99,0,168,Fold1.Rep08,0.7155172413793104,0.6292134831460674,1,0.8146067415730337,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold2.Rep08,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
91,89,0,168,Fold3.Rep08,0.7442528735632183,0.6536964980544747,1,0.8268482490272373,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
95,85,0,168,Fold4.Rep08,0.7557471264367817,0.6640316205533597,1,0.8320158102766799,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
93,87,0,168,Fold5.Rep08,0.75,0.6588235294117647,1,0.8294117647058823,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
96,84,0,168,Fold1.Rep09,0.7586206896551724,0.6666666666666666,1,0.8333333333333333,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
88,92,0,168,Fold2.Rep09,0.735632183908046,0.6461538461538462,1,0.823076923076923,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
94,86,0,168,Fold3.Rep09,0.7528735632183908,0.6614173228346457,1,0.8307086614173229,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold4.Rep09,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
78,102,0,168,Fold5.Rep09,0.7068965517241379,0.6222222222222222,1,0.8111111111111111,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
92,88,0,168,Fold1.Rep10,0.7471264367816092,0.65625,1,0.828125,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
83,97,0,168,Fold2.Rep10,0.7212643678160919,0.6339622641509434,1,0.8169811320754716,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
91,89,0,168,Fold3.Rep10,0.7442528735632183,0.6536964980544747,1,0.8268482490272373,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
101,79,0,168,Fold4.Rep10,0.7729885057471264,0.680161943319838,1,0.840080971659919,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
96,84,0,168,Fold5.Rep10,0.7586206896551724,0.6666666666666666,1,0.8333333333333333,eclipse,knn,smote,repeatedcv5x10,Accuracy,100,long_description,k,5,,0,144,1
