tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,hyper1,value1,hyper2,value2,hyper3,value3,classifier,balancing,resampling,train_metric,max_term,feature,threshold,train_size,train_size_class_0,train_size_class_1,seed
851,22,0,835,Fold03,0.9871194379391101,0.9743290548424738,1,0.9871645274212368,sigma,0.03125,C,32,,0,svm,smote,cv10,Accuracy,100,long_description,365,17081,8729,8352,144
871,6,0,840,Fold09,0.9965055329062318,0.9929078014184397,1,0.9964539007092199,sigma,0.03125,C,32,,0,svm,smote,cv10,Accuracy,150,long_description,365,17170,8770,8400,144
872,7,4,837,Fold05,0.9936046511627907,0.9917061611374408,0.9954337899543378,0.9935699755458893,sigma,0.03125,C,32,,0,svm,smote,cv10,Accuracy,200,long_description,365,17204,8792,8412,144
877,3,9,833,Fold06,0.9930313588850174,0.9964114832535885,0.989841986455982,0.9931267348547852,sigma,0.03125,C,32,,0,svm,smote,cv10,Accuracy,250,long_description,365,17215,8803,8412,144
878,3,13,829,Fold07,0.9907138711549622,0.9963942307692307,0.9854096520763187,0.9909019414227747,sigma,0.03125,C,32,,0,svm,smote,cv10,Accuracy,300,long_description,365,17235,8811,8424,144
