tn,fn,fp,tp,Resample,acc,sensitivity,specificity,balanced_acc,classifier,balancing,resampling,feature,hyper1,value1,hyper2,value2,hyper3,value3,seed,row
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,0,70,0,Fold06,0.9256900212314225,0,0.9256900212314225,0.46284501061571126,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
377,495,20,50,Fold06,0.45329087048832273,0.09174311926605505,0.9496221662468514,0.5206826427564533,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold07,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
871,2,69,0,Fold07,0.9246284501061571,0,0.926595744680851,0.4632978723404255,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold07,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold07,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
370,503,29,40,Fold07,0.43524416135881105,0.07366482504604052,0.9273182957393483,0.5004915603926944,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
0,0,0,0,Fold08,NaN,0,0,0,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
872,1,69,0,Fold08,0.9256900212314225,0,0.926673751328374,0.463336875664187,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
410,463,24,45,Fold08,0.4830148619957537,0.08858267716535433,0.9447004608294931,0.5166415689974238,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
873,0,69,0,Fold08,0.9267515923566879,0,0.9267515923566879,0.46337579617834396,nb,unbalanced,10-cv,long_description,fL,0,usekernel,1,adjust,1,283,2
